"","x"
"1",-1.02070207792603
"2",-0.500315221517165
"3",0.804547744129498
"4",0.0631812048702014
"5",0.255143903179557
"6",-0.0201622002826598
"7",-1.18827016788073
"8",1.32229674346806
"9",-0.82534367551658
"10",-0.39222323086524
"11",0.544188206701134
"12",-0.354216097133945
"13",2.40547841349925
"14",0.345476090974326
"15",0.646899065393073
"16",-0.683239108533712
"17",-0.0554478810771014
"18",-1.34729171148193
