"","x"
"1",-1.3105990997097
"2",0.488679381819854
"3",-0.223176426865777
"4",1.28943364796107
"5",0.0561458261442374
"6",0.771030897305724
"7",-0.81679865674655
"8",0.859571202097027
"9",-1.09150910605023
"10",-0.581694176224912
"11",0.620075326485046
"12",0.940407873215405
"13",1.3647583863712
"14",0.0740839402920671
"15",0.63241446393084
"16",-0.699651454014159
"17",-0.731495712539056
"18",-1.64167631347207
