"dates2","x"
1895-01-01,28.0766827135548
1896-01-01,29.8051556671737
1897-01-01,30.3481763513638
1898-01-01,30.2351880022597
1899-01-01,30.8049441097219
1900-01-01,35.2799704687765
1901-01-01,34.086061493246
1902-01-01,31.47673752711
1903-01-01,33.360771759436
1904-01-01,29.6877846451093
1905-01-01,32.9635787037167
1906-01-01,27.666245227936
1907-01-01,29.5217843334455
1908-01-01,28.294241582126
1909-01-01,30.4863506247606
1910-01-01,34.147638649404
1911-01-01,27.9983741657154
1912-01-01,29.0688379339869
1913-01-01,32.2327572794398
1914-01-01,26.8634490082655
1915-01-01,29.2781411404133
1916-01-01,28.1048707470513
1917-01-01,32.6647431309458
1918-01-01,29.735822397684
1919-01-01,30.0082574427165
1920-01-01,30.4133009323154
1921-01-01,26.9172357712655
1922-01-01,33.6255684615231
1923-01-01,29.0452192235787
1924-01-01,31.9547998319251
1925-01-01,29.4450745903269
1926-01-01,31.7497882657198
1927-01-01,28.6903232452182
1928-01-01,30.3647635338218
1929-01-01,27.1884945711199
1930-01-01,28.2551616954024
1931-01-01,30.8723020745403
1932-01-01,29.4965789490417
1933-01-01,30.6087574566182
1934-01-01,34.2724814370022
1935-01-01,30.5815814783707
1936-01-01,31.1075750173524
1937-01-01,33.0100385706654
1938-01-01,31.6776937608221
1939-01-01,33.2882124746767
1940-01-01,32.5042787071746
1941-01-01,29.3011067448585
1942-01-01,32.1275911732787
1943-01-01,31.6277644339033
1944-01-01,31.9505425752296
1945-01-01,31.706586416977
1946-01-01,29.6991511656008
1947-01-01,31.1297897156644
1948-01-01,31.1831900544469
1949-01-01,28.5114397292314
1950-01-01,28.8471465518383
1951-01-01,32.0475267803497
1952-01-01,30.141949148316
1953-01-01,30.6230942323326
1954-01-01,29.4175621742426
1955-01-01,27.6690404641411
1956-01-01,30.5383792406055
1957-01-01,26.8759816072034
1958-01-01,33.1742796403368
1959-01-01,29.8555482526308
1960-01-01,33.6371356063785
1961-01-01,29.8718455097047
1962-01-01,32.5876360658877
1963-01-01,30.1712102290596
1964-01-01,30.4813556964857
1965-01-01,29.3979566916964
1966-01-01,31.093561464402
1967-01-01,28.5827344322564
1968-01-01,26.7750426088018
1969-01-01,31.4972325827924
1970-01-01,30.9290399023904
1971-01-01,30.3279222665831
1972-01-01,30.7351174909015
1973-01-01,30.1950680830432
1974-01-01,29.1881904212429
1975-01-01,29.4091347023648
1976-01-01,29.1480271688877
1977-01-01,29.7030515676771
1978-01-01,33.7085861503366
1979-01-01,31.7785514451512
1980-01-01,34.5575658353449
1981-01-01,29.5867159191278
1982-01-01,28.5955438119372
1983-01-01,29.4081806737923
1984-01-01,27.3692163590887
1985-01-01,32.1497311241442
1986-01-01,28.317491886827
1987-01-01,29.6610878315607
1988-01-01,27.6308850378903
1989-01-01,31.1542414360118
1990-01-01,27.292950651767
1991-01-01,27.5641252630391
1992-01-01,28.283191898497
1993-01-01,29.2553593073904
1994-01-01,34.2949347037478
1995-01-01,33.2534269989848
1996-01-01,31.1283464425769
1997-01-01,30.1552285410787
1998-01-01,29.9719242543113
1999-01-01,25.5315292860111
2000-01-01,34.5061057094955
2001-01-01,30.788518924821
2002-01-01,35.3674503646505
2003-01-01,37.7978078745057
2004-01-01,32.0398747604797
2005-01-01,35.1733434078905
2006-01-01,27.7765724960174
2007-01-01,33.0735697827198
2008-01-01,30.1366540979545
2009-01-01,35.6888455193722
2010-01-01,29.4603628072253
2011-01-01,34.8047248473488
2012-01-01,32.5376045291788
2013-01-01,28.9299954708682
2014-01-01,29.0130803538598
2015-01-01,29.3126050468363
2016-01-01,31.8812584532349
2017-01-01,31.005915012995
2018-01-01,35.1646574237375
2019-01-01,36.6206152194855
2020-01-01,38.9096672260709
