"","x"
"1",-0.868884894172724
"2",0.0075118262087894
"3",0.650929825821491
"4",0.60566733039482
"5",0.133093848111846
"6",0.597696144188722
"7",-0.680749356774937
"8",0.912276720932947
"9",-0.580897061515247
"10",-0.640849413662538
"11",0.303356317101346
"12",0.170985536159639
"13",1.26148648735418
"14",0.174996797467431
"15",1.14044483969109
"16",-1.67267940417282
"17",0.435021881704268
"18",-1.9494074248383
