"dates","ACCESS.CM2","ACCESS.ESM1.5","CanESM5_","CanESM5.CanOE","CMCC.ESM2","CNRM.CM6.1_","CNRM.CM6.1.HR","CNRM.ESM2.1","EC.Earth3_","EC.Earth3.CC","EC.Earth3.Veg","EC.Earth3.Veg.LR","FGOALS.g3","FIO.ESM.2.0","GFDL.ESM4","GISS.E2","HadGEM3.GC31.LL","INM.CM4.8","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","UKESM1.0.LL"
1950-01-01,37.0159471543635,37.7336524332551,36.6444330577025,36.3776347971137,36.3842100172818,38.4201791294896,37.9245881165327,38.8330535529446,NA,36.8934012703768,38.8338116065401,37.9360085421636,35.5536196287526,37.3251656402067,37.2178494726892,38.3564759194957,41.0573346733136,37.1525492465719,36.1489551555947,36.219872343867,36.2502195694191,36.5483665458656,37.1767742813026,35.8809085372631,36.7897133515962,37.9539632407154
1951-01-01,40.2964917526727,40.9305722911015,39.5634084873013,39.3266188385574,39.4929115796846,41.4122920778935,40.9569686418165,41.9236758126979,NA,40.3405120188667,42.130130999098,41.1484486282922,38.8595977247772,40.1580952069003,40.2902778964645,41.4982556895321,43.6540541550762,39.6759106526878,38.7739845490375,39.1594586090972,39.1115884398829,40.312474757748,40.4490204572593,39.0935490835657,39.0460065722647,41.236620766315
1952-01-01,37.7697310843898,38.0965621732292,36.5790685601976,36.2600185800813,37.6598163062513,38.5196667621417,37.7106038862806,38.8209063092003,NA,37.9622462931904,38.9483882507539,38.2569689724974,35.9163891163942,36.9088790239391,37.7643603277358,38.5811763619912,40.8949716991646,36.7443451789731,34.98045024847,36.3583470614117,36.3627014053635,37.9364577403788,37.3929119864966,36.4991653826626,36.4730725993849,38.3124041668394
1953-01-01,37.9375648627683,38.0703110815072,36.5888422285034,36.3023760063046,37.2995034115902,38.7463009427388,37.7809284927551,38.8839875488113,NA,38.1772107259194,39.1971867305497,38.665937284629,35.8362050949398,36.9360629478965,37.8464547654074,38.5394943230813,40.8302170708106,36.9544945915069,34.2387182277038,36.4640563310985,36.3407791186882,38.2961766387856,37.2672980464107,36.5281104714532,36.6224219779837,38.4917337821467
1954-01-01,37.1255043169104,37.4569297323253,35.7709311740856,35.3301160131073,36.3883815834137,37.9741917725009,36.6341114101206,38.3695902991776,NA,37.1345209176102,38.4062028337209,37.8895252338915,35.1839370697447,36.0302361988955,37.2779921271515,37.8716816896102,39.2197788058229,37.1830495323373,33.3593875806635,35.6350634241531,35.6153747421528,38.2746902079273,36.3692780102054,35.8317010553851,35.9265530748741,37.7368809943838
1955-01-01,35.1542460393151,35.2475112868841,33.7228475335723,33.129568424157,34.4572945492534,35.7273384191572,34.6461762625618,36.1800522267564,NA,34.8879186874993,36.5330498463635,35.7681644554061,33.2548250586958,34.1125015210411,35.6621195187677,36.0569969546068,36.5627294034898,35.7142487812853,31.7627022306425,33.682583322897,33.6842055320221,35.9575563289373,34.1222450781929,33.6921682591443,33.4631236105235,35.9721508442569
1956-01-01,38.2114315800778,38.2487656501909,37.008448124496,36.5704877386028,38.3003628315157,38.7734268994051,38.0449125789055,39.674096686306,NA,38.5284219074359,39.6694805325122,38.923321343367,36.3899213364919,37.3484927282299,39.2640467969712,39.1785376981883,39.7936267640497,38.9867660967449,34.4122589359948,37.0851151822396,36.9012343836425,39.676634309218,37.468214437392,36.957257329616,36.2572336132517,39.3420308584862
1957-01-01,33.935105562891,34.1164337708482,32.9362045669778,32.5612663441295,33.9894328277231,34.8086176718419,33.883215457566,35.6961728347085,NA,34.7879627639515,35.5763641235454,34.6861434637801,32.8078328368524,33.3413066177891,35.2888159020811,34.8274390749745,36.0711055194664,34.6584221008566,30.3339349750772,33.1060906542448,32.77555675006,35.604441969338,33.3411951983904,32.7980283730024,31.750075036734,35.5648065355641
1958-01-01,40.8596135731702,41.198112020671,39.9178227209198,39.7418746368526,40.6910706473651,42.1780887571928,41.1049762159961,42.8700826530782,NA,41.7958912592675,42.6871382078749,41.633840678633,39.8287709621583,40.7382318218957,42.4684201451683,42.0084824647173,43.1399434849292,40.9933472121395,36.1123211169965,40.0518791850709,39.7931772754279,41.9589298696131,40.5048282890859,39.956990695552,38.9625024620342,43.0068871292036
1959-01-01,36.6300569882317,37.193969637286,35.8455672188604,35.8934266854194,36.1094241431412,37.951925335358,37.0987406666966,38.8932101353528,NA,37.7287864036124,38.2487572086856,37.1634084434897,35.8624864066282,36.6042779935449,37.9899475951552,37.8988638303777,38.4961253650631,36.4689010115077,32.3790810083779,35.9858476589145,35.7699560439353,37.9663697855847,36.1113116248281,35.791768493352,35.8380721764431,38.7978753041579
1960-01-01,44.1266401825694,44.8663991814967,43.2658734970731,43.4337087381746,43.4311728438366,45.6855154164762,45.0289036935571,46.3947852042343,NA,45.1769409503213,45.8810884461211,44.851139066908,43.7448419795522,43.8369613046884,45.7986372658687,45.4250996575928,45.9793247497043,43.8897240441617,39.7704530038895,43.3414964219343,43.2293781036696,45.7032469445265,43.1362051436653,43.1287738297561,43.2885572829129,46.232455749274
1961-01-01,38.0148846086587,38.7342311340709,37.2660393627108,37.565498189751,37.1829342470283,39.4852461833423,38.4730145344808,40.3047073066601,NA,39.0958670518159,39.6682235699353,38.8881076492378,37.7567250919771,38.0137277047522,39.6370230730164,39.5342445171258,39.9089311030748,37.9434168574162,34.3245967065365,37.2588388118902,37.2937493225199,38.5947425876987,36.8485542957376,37.029775332711,37.6151971128162,39.9994869561303
1962-01-01,41.2915490226335,41.8635419245641,40.539331147767,40.6333390952924,40.5509485905513,42.698265441271,41.8108047150518,43.6462683675349,NA,42.3508914858752,42.8743054826805,42.2765231623994,40.9422206256593,41.2559813070156,42.8222199226468,42.9461445496572,43.0243557443017,41.8167596661045,37.3979923655733,40.2618208613467,40.6161809381398,41.3795685621652,40.1503110585114,40.1185165555136,41.1968801333626,43.3930387612442
1963-01-01,36.5859914789395,37.5945622890577,36.3979022136036,36.791144879309,35.8468157685933,38.2862941597549,37.4934930350942,39.2599908745586,NA,38.0788726543328,38.6185547842959,38.1710426791448,37.1372254325845,37.0902684396996,38.541330232533,38.8223931976116,38.4544099799025,38.2490424613624,34.4928194487335,35.9273657024003,36.2213733636763,36.4728441920371,36.1390887114134,35.7290845501454,37.2222402986052,39.1315454343753
1964-01-01,36.6909580394502,37.716826503176,36.4024782802585,36.8960713253007,35.2524318505829,38.3009568647028,37.8891056007783,39.1918173687254,NA,37.8589421861958,38.7646311522432,38.2349794847958,37.5783719374818,37.1539324597762,39.0181956682291,38.9124060647013,38.3870402169801,37.7847029664272,34.8637881679314,35.7709344507869,36.2344158294697,36.133517981313,36.0781239297788,35.887506874882,36.7865201712832,39.2111539603127
