"dates","ACCESS.CM2","ACCESS.ESM1.5","CanESM5_","CanESM5.CanOE","CMCC.ESM2","CNRM.CM6.1_","CNRM.CM6.1.HR","CNRM.ESM2.1","EC.Earth3_","EC.Earth3.CC","EC.Earth3.Veg","EC.Earth3.Veg.LR","FGOALS.g3","FIO.ESM.2.0","GFDL.ESM4","GISS.E2","HadGEM3.GC31.LL","INM.CM4.8","INM.CM5.0","IPSL.CM6A.LR","MIROC.ES2L","MIROC6","MPI.ESM1.2.HR","MPI.ESM1.2.LR","MRI.ESM2.0","UKESM1.0.LL"
1950-01-01,20.0227473763568,20.4759696867479,19.788313264613,19.6200306411055,19.6241772117171,20.9099092194795,20.5966166288773,21.1710675593862,NA,19.9454049574417,21.1715471857764,20.6038338485175,19.1006754005036,20.2179615376999,20.1502020375389,20.8696271592961,22.5803935849066,20.1089762285415,19.4758403791571,19.5205512064508,19.5396854163866,19.7277123621201,20.1242697279614,19.3068859150933,19.879974426086,20.6151806698422
1951-01-01,22.9794967049259,23.3897346309065,22.5055931004137,22.352609472017,22.4600422820266,23.7016032316419,23.406819236582,24.0328682826111,NA,23.0079669881401,24.1666617306949,23.5307674038268,22.0510088502385,22.8899979377558,22.9754779890477,23.7572751284169,25.155215801315,22.5782932262656,21.9957389057016,22.2446381618998,22.2137221601038,22.9898336044499,23.0781516358543,22.2020722685578,22.1713703495899,23.5878520577873
1952-01-01,20.2929898503009,20.5032646719786,19.527677680796,19.3228016396839,20.2222927221975,20.7756059105191,20.254958060005,20.9695922171674,NA,20.4168388991135,21.0517070373262,20.6064975446725,19.1022363876209,19.7395515650853,20.2895351567713,20.8152098322893,22.3071224485244,19.6338420532593,18.5019876995336,19.3859337220145,19.3887296259639,20.400246862895,20.0506605232918,19.4763604463578,19.4596036858011,20.6421786883022
1953-01-01,20.8158616387376,20.9014120106119,19.9474600844571,19.7632039187602,20.4048498709334,21.3372809553696,20.7149329728484,21.4261035143739,NA,20.9703153491929,21.6282056349368,21.2854446926412,19.4635059706661,20.1708839860238,20.7571524495623,21.2038965862727,22.6831982318431,20.1827468289257,18.437877978303,19.8671890207005,19.7879010249818,21.0470068008352,20.3841132474602,19.9083915501933,19.9690631231564,21.1730971871
1954-01-01,20.4368733775001,20.6550004753801,19.5462697475833,19.2567618039128,19.9520485349727,20.9956072550126,20.113623455734,21.2561092084796,NA,20.4428064956205,21.280236879037,20.9398417777318,19.1607929711229,19.716643547625,20.5372222643063,20.9280898657635,21.8166478497624,20.4747404729085,17.9644412819743,19.4570209375612,19.444089080128,21.1935748185805,19.9394893693702,19.5861931159108,19.6485130542589,20.8393169588205
1955-01-01,20.3508041225168,20.4122754769734,19.4082547867536,19.0180883329716,19.891664826844,20.7286411403053,20.0160577037232,21.0272984087524,NA,20.1753057932672,21.2602848453338,20.7555675747397,19.1004380244898,19.6646680087045,20.6856293751241,20.9461022296997,21.2798784877608,20.7200082720043,18.1203131102787,19.3817659612371,19.3828331462856,20.8804965780224,19.671081401897,19.388071530633,19.2374126294781,20.8901247745268
1956-01-01,20.8303851475265,20.8547302686973,20.0465441011786,19.7614751816208,20.888378063094,21.1969750828656,20.7218137996509,21.7850099381195,NA,21.0371268218129,21.7819944759617,21.2947942681563,19.6439911761448,20.2679897924116,21.5172140877843,21.4613864999879,21.8630977572491,21.3362029146774,18.3590677330194,20.0964632533255,19.9767437261929,21.7866676252779,20.345978408054,20.0132156783533,19.5576765689299,21.5681337573731
1957-01-01,17.0463313284237,17.16271361689,16.4057129304588,16.1654810541697,17.081197365159,17.6072368045066,17.013031769621,18.1778172677148,NA,17.5939662771934,18.1007578803041,17.5285538659358,16.323448172988,16.6654099453262,17.9158591876845,17.6193296398886,18.4190454911025,17.510746170948,14.7409745034687,16.5146036298318,16.3027668896464,18.1188161164696,16.6653384985183,16.3171657502612,15.6461580218314,18.0933248196807
1958-01-01,23.0927436103266,23.3122442786331,22.4825012729149,22.3685707306531,22.9834841159817,23.9482058132942,23.2518412373134,24.3977138663611,NA,23.7000901308788,24.2788414583855,23.5949231001875,22.4248351163402,23.0140545727091,24.1367569391123,23.8380869174172,24.5731074098035,23.179453220188,20.0239125122054,22.5693222946193,22.4017878900397,23.805918389763,22.8627763086652,22.5078667675268,21.864202884061,24.4866219476841
1959-01-01,20.7998151853879,21.1671190804611,20.2892653657245,20.3203981910818,20.4609289172392,21.6612110688311,21.1050739435627,22.2754368705365,NA,21.5157053968029,21.8548313159157,21.1472065639976,20.3002711687878,20.7830301654123,21.6860087322738,21.6266068841589,22.0162393832133,20.6948933492125,18.0394118478408,20.3805238041767,20.2400837370977,21.6706314331903,20.4621571048363,20.2542712619183,20.2843899725157,22.2131958607314
