"","x"
"1",-0.927436671210186
"2",0.00884796253634106
"3",0.515363434629415
"4",0.842974838074884
"5",0.401179866495943
"6",0.49512025696372
"7",-0.45949965385109
"8",0.50252134278025
"9",-0.470200818662257
"10",-0.713908071251361
"11",0.117978001539031
"12",0.108188385070943
"13",1.00002686301104
"14",0.149272613183559
"15",1.01273961701183
"16",-1.6761014153232
"17",0.863489252900036
"18",-1.77055580389892
