"","x"
"1",-1.36998096283
"2",0.209693882840994
"3",0.0359796155892893
"4",1.2211974574283
"5",0.309788838106945
"6",0.505037657566113
"7",-0.920106219946653
"8",1.0871265270755
"9",-1.05000204963588
"10",-0.596207676191633
"11",0.488451793447718
"12",0.527147150322755
"13",1.69264458665933
"14",0.123043862594474
"15",0.707854312698151
"16",-0.770396867210796
"17",-0.514691310060194
"18",-1.68658059845444
